what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1371020469637
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1371020469808
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1371020471974
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1371020473490
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1371020475853
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1371020475853
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1371020476523
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1371020476523
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1371020477197
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1371020478461
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1371020482386
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1371020483365
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1371020485569
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1371020486577
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1371020494762
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1371020521990
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1371020526242
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1371020526879
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1371020526958
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1371020527622
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1371020529029
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1371020532666
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1371020538301
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1371020538399
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1371020540199
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1371020540781
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1371020541032
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1371020542448
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1371020543592
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1371020548238
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1371020548260
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1371020548658
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1371020548850
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1371020548872
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1371020549199
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1371020549380
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1371020549407
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1371020550510
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1371020564929
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1371020571417
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1371020584885
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1371020586993
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1371020589309
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1371020590252
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1371020599335
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1371020600272
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1371020600539
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1371020602497
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1371020604348
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1371020613464
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1371020618550
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1371020623479
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1371020624120
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1371020624369
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1371020627687
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1371020653441
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1371020660655
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1371020668087
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1371020669041
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1371020670826
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1371020671866
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1371020671891
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1371020673877
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1371020691491
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1371020693199
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1371020701593
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1371020702179
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1371020702405
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1371020728346
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1371020731945
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1371020733891
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1371020748314
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1371020749403
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1371020751164
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1371020755445
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1371020755920
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1371020756533
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1371020756997
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1371020758616
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1371020767600
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1371020768303
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1371020768566
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1371020769602
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1371020774838
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1371020775520
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1371020775778
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1371020776798
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1371020777518
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1371020777912
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1371020778440
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1371020778854
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1371020780386
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1371020781720
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1371020782998
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1371020785880
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1371020786415
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1371020787975
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1371020788647
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1371020788901
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1371020818296
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1371020846163
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1371020847274
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1371020850939
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1371020858072
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1371020859003
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1371020859003
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1371020859837
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1371020860730
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1371020860730
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1371020873506
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1371020878602
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1371020880744
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1371020880767
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1371020881152
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1371020881346
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1371020881369
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1371020883017
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1371020887810
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1371020888453
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1371020888734
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1371020889782
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1371020892798
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1371020892943
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1371020895398
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1371020895533
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1371020896871
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1371020897481
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1371020897741
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1371020905186
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1371020933968
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1371021008949
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1371021009070
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1371021061139
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20100427,"org.eclipse.ui.externaltools",1371021069198
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1371021069528
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1371021070749
executed,command,org.eclipse.ui.externaltools,3.2.0.v20100427,"org.eclipse.ui.externaltools.ExternalToolMenuDelegateToolbar",1371021070760
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1371021071747
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1371021072551
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1371021072826
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1371021074658
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1371021088583
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1371021089190
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1371021089190
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1371021089845
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1371021091516
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1371021093567
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1371021094539
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1371021094562
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1371021099542
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1371021099543
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1371021121649
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1371021121846
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1371021121868
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1371021151373
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1371021153565
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1371021155512
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1371021166061
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1371021167137
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1371021168101
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1371021169134
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1371021171047
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1371021186392
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1371021187257
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1371021191793
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1371021200048
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1371021200824
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1371021204742
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1371021232846
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1371021233484
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1371021235521
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1371021250570
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1371021253823
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1371021257159
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1371021260935
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1371021266058
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1371021266435
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1371021284393
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1371021285816
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1371021312231
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1371021362502
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1371021367728
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1371021379929
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1371021380784
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1371021381230
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1371021381648
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1371021394301
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1371021396188
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1371021403125
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1371021419384
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1371021423015
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1371021427616
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1371021431572
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1371021431869
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1371021431895
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1371021439074
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1371021439074
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1371021440944
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1371021447812
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1371021447838
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1371021464392
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1371021499249
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1371021561694
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1371021566817
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1371021566817
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1371021569344
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1371021571328
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1371021571357
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1371021575210
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1371021579960
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1371021580174
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1371021580199
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1371021584333
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1371021647707
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1371021652429
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1371021653455
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1371021663656
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1371021664366
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1371021664725
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1371021667611
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1371021668457
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1371021668951
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1371021668977
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1371021669008
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1371021669050
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1371021669075
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1371021669106
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1371021669144
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1371021669174
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1371021669205
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1371021669244
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1371021669274
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1371021669306
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1371021669343
